OBJECTID,CAPTURE_ACCURACY,EQUIPMENT,DESCRIPTION,STATUS,OBJECT_TYPE_DESCRIPTION,Shape__Length
2692,6,100101728,TIROITI - 100 to 95,OPEN,Walking Track,5105.32374618099
2693,6,100101729,HYDE TUNNEL - 95 to 90,OPEN,Walking Track,4858.76179457409
2694,6,100101730,HYDE  - 90 to 85,OPEN,Walking Track,5024.75303903621
2695,6,100101731,MEMORIAL - 85 to 80,OPEN,Walking Track,4994.46188202789
2696,6,100101732,ROCK and PILLAR - 80 to 75,OPEN,Walking Track,4990.53272270437
2697,6,100045426,70 to MIDDLEMARCH,OPEN,Walking Track,5649.15064872898
2698,6,100101733,NGAPUNA - 75 to 70,OPEN,Walking Track,4959.37051258288
2699,6,100066362,ALEXANDRA - 210 to 205,OPEN,Walking Track,5042.78644093217
2700,6,100031338,CHATTO CREEK - 195 to 190,OPEN,Walking Track,4892.92891721763
2701,6,100066359,LAUDER - 175 to 170,OPEN,Walking Track,5022.49262938433
2702,6,100066361,OTUREHUA - 150 to 145,OPEN,Walking Track,5003.53203087635
2703,6,100066360,RANFURLY - 125 to 120,OPEN,Walking Track,5014.81325467989
2704,6,100101727,DAISYBANK - 105 to 100,OPEN,Walking Track,4946.85611533011
2705,2,100066263,"Nikau Walk, Kohaihai",OPEN,Walking Track,541.008411125324
2706,2,100067053,Heaphy Track - Lewis Hut to Mackay Hut,OPEN,Great Walk,10690.7909543826
2707,6,100045418,KAWHATAU BASE TO MCKINNON HUT TK,OPEN,Tramping Track,6282.25520157826
2708,6,100045001,KAWHATAU BASE TO KAWHATAU RIVER (OLD ROA,OPEN,Tramping Track,588.398052587657
2709,6,100045419,KAWHATAU BASE TO COLENSO HIGH POINT TK,OPEN,Tramping Track,2520.90284580115
2710,2,100045488,HOPURUAHINE S/BRIDGE TO WHANGANUI,OPEN,Great Walk,4923.93566917775
2711,6,100045561,WAIKAREMOANA GT WALK TO WHAKATAKA HUT TK,OPEN,Tramping Track,6358.3287288955
2712,2,100096651,Tieke Bush Track,OPEN,Walking Track,1659.6401683157
2713,2,100087953,Headland Heritage Area,OPEN,Walking Track,630.976118794705
2714,2,100045930,Lyell Walkway,OPEN,Walking Track,1084.09021660307
2715,2,100122014,Lyell River Walk,OPEN,Walking Track,50.2404122144585
2716,6,100087955,Eastern Beaches Track,OPEN,Walking Track,3737.29573697822
2717,2,100087954,Motuihe Link Tracks,OPEN,Walking Track,1835.02475848963
2718,6,100122016,Croesus Battery Walking Track,OPEN,Walking Track,787.442602257747
2719,6,100097373,Lyell Saddle Hut to Lyell Track End,OPEN,Easy Tramping Track,15893.74118292
2720,6,100103893,Puriri Track off Cathedral Cove Walk,OPEN,Walking Track,174.6538470506
2721,6,100066440,CATHEDRAL COVE WALK,OPEN,Walking Track,1929.6953303572
2722,2,100040676,ROTORANGI HYDRO TRACK,OPEN,Walking Track,1269.20853768839
2723,2,100066640,Rerekapa Track - Roche/Newton,OPEN,Tramping Track,1102.32489889445
2724,2,100066642,REREKAPA TK - GRUMPS FARM,OPEN,Tramping Track,3589.62600296139
2725,2,100066641,REREKAPA TK - DOC AREA,OPEN,Tramping Track,4696.09245822701
2726,2,100122004,ROXBURGH FACES TRAMPING TRACK,OPEN,Tramping Track,2532.90281114823
2727,2,100045878,UPPER WEST MATUKITUKI TRACK,OPEN,Tramping Track,2384.73953393747
2728,2,100084611,SHORT SPUR CREEK TRACK,OPEN,Tramping Track,906.390339985083
2729,2,100066358,CLYDE TUNNEL EAST PORTAL to 210,OPEN,Walking Track,5096.9414556342
2730,2,100084631,TIMARU HIGH RIVER TRACK,OPEN,Tramping Track,6224.12425911304
2731,4,100084683,CORNER PEAK ROUTE,OPEN,Route,5081.64109078629
2732,5,100066805,MT BEE NORTH TK,OPEN,Tramping Track,6373.08325917398
2733,2,100064644,MT BEE 4WD SOUTH TK,OPEN,Tramping Track,4152.51062906922
2734,2,100045972,TEAL BAY HUT/SECOND BAY,OPEN,Tramping Track,10987.4161030328
2735,2,100044985,NGAHERE ARA TK,OPEN,Walking Track,1147.57473100705
2736,2,100045627,PIANO FLAT LOOP TK,OPEN,Tramping Track,2367.07090349519
2737,6,100041351,KANUKA LOOP TRACK,OPEN,Tramping Track,9720.53566049497
2738,6,100043390,LILICO SPUR TRACK,OPEN,Tramping Track,5119.73484325068
2739,2,100044523,Pounawea Nature Walk,OPEN,Short Walk,1204.38229197925
2740,2,100039550,BOG PINE SHORT WALK,OPEN,Short Walk(disabled),202.510378474482
2741,6,100065828,Otaki Forks Plateau to YTYY hut,OPEN,Tramping Track,5406.86576899643
2742,6,100044790,Gunns Bush Track,OPEN,Walking Track,3107.47006328438
2743,6,100044829,WAITEWAEWAE HUT TO JUNCTION KNOB,OPEN,Tramping Track,3062.09715121994
2744,6,100045551,MOUNT HOLDSWORTH TO MID WAIOHINE HUT,OPEN,Tramping Track,3397.44391774241
2745,6,100046183,PINNACLES SADDLE TO BALDY,OPEN,Tramping Track,1164.21644625132
2746,6,100044828,KIRIWHAKAPAPA TO BLUE RANGE HUT,OPEN,Tramping Track,3245.51919530492
2747,6,100038931,BLUE RANGE HUT TO COW CREEK HUT,OPEN,Tramping Track,4633.15163571861
2748,6,100045701,COW CREEK HUT TO ARETE FORKS HUT TO PINN,OPEN,Tramping Track,5348.52184371736
2749,6,100045145,COW TO CLEFT CREEKS/COW SADDLE TO CATTLE,OPEN,Tramping Track,4661.82454906638
2750,6,100035495,CATTLE RIDGE HUT TO DUNDAS HUT,OPEN,Tramping Track,4148.71090615008
2751,6,100066402,ROARING STAG TO CATTLE RIDGE HUT,OPEN,Tramping Track,2217.03592591993
2752,6,100066403,ROARING STAG TRACK,OPEN,Tramping Track,3853.48446299177
2753,6,100044832,NICHOLS HUT TO ANDERSONS HUT,OPEN,Tramping Track,7439.61802094736
2754,6,100065825,MAYMORN SADDLE TO RENATA HUT,OPEN,Tramping Track,1334.66323499078
2755,6,100045704,SNOWY RIVER BRIDGE TO MAYMORN SADDLE,OPEN,Tramping Track,9355.9017004242
2756,6,100039292,KAPAKAPANUI PEAK TO MAYMORN JUNCTION,OPEN,Tramping Track,4553.16105642298
2757,6,100066649,TE AU TRACK,OPEN,Tramping Track,2491.88188452719
2758,6,100031656,PARATA TRACK,OPEN,Tramping Track,1686.88121062073
2759,6,100045706,KIME HUT TO ASTON,OPEN,Tramping Track,4583.25451288777
2760,6,100045697,ALPHA HUT TO ASTON,OPEN,Tramping Track,2603.3748116532
2761,6,100046052,MARCHANT RIDGE - DOBSON HUT SITE(REMOVED,OPEN,Tramping Track,11889.6179166868
2762,6,100044825,BULL MOUND TRACK,OPEN,Tramping Track,3975.97100968968
2763,6,100037652,MARCHANT RIDGE-OLD DOBSON HUT SITE -CANY,OPEN,Tramping Track,5132.66762575444
2764,6,100044359,KAITOKE CARPARK TO CANYON CREEK,OPEN,Walking Track,6285.48600165753
2765,6,100039348,LOWER TAUHERINIKAU TRUE RIGHT BANK TRACK,OPEN,Tramping Track,3744.45727761862
2766,6,100044799,SMITH CREEK TO CONE HUT,OPEN,Easy Tramping Track,10150.4904549542
2767,6,100039347,OMEGA -TAUHERINIKAU VALLEY TRACK,OPEN,Tramping Track,2805.53283931539
2768,2,100035379,GREENSTONE TK-SLIP FLAT-GREENSTONE HUT,OPEN,Easy Tramping Track,4612.48171455261
2769,6,100035380,BRUCE PARK LOOP TK,OPEN,Short Walk,1583.8153849287
2770,2,100035381,Fig Tree Bay Track,CLSD,Walking Track,6032.52577694869
2771,2,100035382,PIROA FALLS TK,OPEN,Walking Track,139.071821352806
2772,6,100035384,Tunnel Hill Walk,OPEN,Short Walk,178.428128050698
2773,2,100035385,BUCK ROCK/UPPER LEVEL TK,OPEN,Walking Track,1952.18953967957
2774,2,100035387,KAHUI TK,OPEN,Tramping Track,5914.85475736451
2775,2,100035388,SANCTUARY LOOP WALK,OPEN,Walking Track,2165.98288530829
2776,2,100035391,WATKIN POWELL TK,OPEN,Walking Track,188.792189508894
2777,6,100035396,KARANGAHAKE GORGE TUNNEL LOOP WALK,OPEN,Walking Track,3429.3127984432
2778,6,100035471,CATTLE RIDGE TRACK,OPEN,Tramping Track,4326.31905532827
2779,2,100035474,Te Awa Awa Walk,OPEN,Short Walk,424.568620320132
2780,2,100035475,NGATI PAOA/ NE BAY TRACK,OPEN,Walking Track,1608.91807372516
2781,6,100035479,Blue lookout route,OPEN,Route,2705.17443599152
2782,6,100037531,PUKEPUKE LAGOON ACCESS TRACK,OPEN,Walking Track,317.236044624486
2783,6,100037650,RIVER RIDGE TRACK,OPEN,Tramping Track,1643.21860679544
2784,6,100037651,TOTARA CREEK TRACK,OPEN,Easy Tramping Track,5604.72969965166
2785,6,100037653,MITRE PEAK TRACK,OPEN,Route,2720.18510462305
2786,6,100037665,WAIRIO STOP BANK TRACK,OPEN,Walking Track,758.299264135087
2787,2,100037692,JUDAH TRACK,OPEN,Walking Track,6714.91891570217
2788,2,100037710,WAITUNA LAGOON WHEELCHAIR WALK,OPEN,Short Walk(disabled),328.085557521862
2789,2,100037712,DEEP GULLY TRACK,OPEN,Tramping Track,5069.88382134292
2790,2,100037713,SOUTH AWA NOHOAKA TRACK,OPEN,Tramping Track,1454.16601721549
2791,2,100037714,AWA NOHOAKA TRACK,OPEN,Tramping Track,5753.09074055108
2792,6,100037715,SEVEN PINES TRACK,OPEN,Walking Track,601.059275859759
2793,2,100037728,Emma / Camp Easement,OPEN,Walking Track,1524.18764986183
2794,3,100037769,Peak Hill Track,OPEN,Tramping Track,3039.15266823221
2795,2,100037820,BOARS HEAD MINE TRACK,OPEN,Tramping Track,1893.161488905
2796,2,100037882,Intake Track,OPEN,Walking Track,860.621309839133
2797,2,100037888,HIKUWAI LINK TRACK,OPEN,Walking Track,613.929095076326
2798,2,100037894,Lake Moeraki Riverside Walk,OPEN,Walking Track,403.919618619077
2799,3,100037920,Bridal Veil Falls Walk- Steps To Bottom,OPEN,Short Walk,208.145277710361
2800,3,100037958,Benmore Track,OPEN,Route,5769.93902239727
2801,2,100037976,HAAST PASS LOOKOUT TRACK,OPEN,Walking Track,680.203113745403
2802,6,100037999,CARAVAN BUSH LOOP TRACK,OPEN,Walking Track,1394.36080243613
2803,2,100038003,Cameron campsite link walk,OPEN,Short Walk,914.211089533968
2804,2,100038029,STEVENSONS ISLAND LOOKOUT TRACK,OPEN,Walking Track,403.949312511602
2805,2,100038030,HOMESTEAD BAY TRACK,OPEN,Walking Track,7337.97386709233
2806,2,100038031,PARKINS BAY ACCESS TRACK,OPEN,Walking Track,310.745701395876
2807,2,100038032,LINDIS PEAK TRACK,OPEN,Tramping Track,5568.65673905964
2808,2,100038061,MATILDA NO 2 TRACK,OPEN,Walking Track,547.434444734255
2809,2,100038068,North Head - Summit Loop,OPEN,Short Walk,431.530794568542
2810,2,100038069,North Head - Tunnels Loop Track,OPEN,Short Walk,825.877338782388
2811,2,100038071,Kahikatea Track,OPEN,Walking Track,647.182397890679
2812,2,100038072,Totara Track,OPEN,Walking Track,288.381810696438
2813,2,100038073,Matai Track,OPEN,Walking Track,646.425714148755
2814,2,100038078,ROUTEBURN NATURE WALK,OPEN,Short Walk,2314.02598049572
2815,2,100038113,Pohutukawa Track,OPEN,Walking Track,2830.78854105988
2816,4,100038114,Emu Point Track,OPEN,Walking Track,4028.37898126298
2817,6,100038121,WAIKANAE ESTUARY BEACH ACCESS,OPEN,Walking Track,237.420622891236
2818,6,100038122,Carpark to Thorpe/Twin Hides & Grays Rd,OPEN,Walking Track,446.057388669441
2819,6,100038123,Grays Road to Freeston Pond,OPEN,Walking Track,676.600987142613
2820,6,100038124,Helipad to river,OPEN,Walking Track,125.503301167529
2821,2,100038125,STONE HUTS TRACK,OPEN,Tramping Track,1570.22476371741
2822,6,100038139,SEFTON RIDGE TRACK,OPEN,Tramping Track,2259.82198323918
2823,2,100038149,PLANK CREEK to TUOHYS SADDLE Tk,OPEN,Tramping Track,12162.1960823161
2824,2,100038150,ROCK PEAK TO TOUHYS SADDLE TRACK,OPEN,Tramping Track,12676.6345453298
2825,2,100038160,MT MCINTOSH LOOP TRACK,OPEN,Tramping Track,12388.4671011262
2826,2,100038161,PAIHIA SCHOOL ROAD TRACK,OPEN,Walking Track,1334.95078200528
2827,6,100038240,BOULDER BANK LOOP,OPEN,Walking Track,2055.67728216005
2828,2,100038292,Tarn Easement,OPEN,Tramping Track,622.650874796973
2829,2,100038293,Stream Easement,OPEN,Tramping Track,1103.53117314455
2830,1,100038356,MAUNGANUI BLUFF TRACK (DV),OPEN,Walking Track,2903.90481415702
2831,2,100038391,Trig M Route,OPEN,Route,3115.72084348907
2832,2,100038392,GLEN NEVIS ACCESS TRACK,OPEN,Tramping Track,2825.79905465759
2833,2,100038436,WYE CREEK ROUTE,OPEN,Route,10265.4199579097
2834,6,100038469,Bushy Beach Access Walking Track,CLSD,Walking Track,86.5243914863036
2835,2,100038473,Opuke Track,OPEN,Walking Track,696.225836695511
2836,6,100038481,MATHEWS POND -ACCESS TRACK,OPEN,Walking Track,270.722738509087
2837,6,100038482,BOGGY POND STOP BANK TRACK,OPEN,Walking Track,3323.48185465778
2838,2,100038487,DEGAUSSING STATION TRACK,OPEN,Walking Track,138.265060121642
2839,6,100038497,KAI IWI LAKES COASTAL TRACK (DV),OPEN,Walking Track,2025.35559925557
2840,2,100038566,MINERS TRACK,OPEN,Walking Track,426.32000838964
2841,2,100038580,ROUND HILL WALKING TRACK,OPEN,Walking Track,1994.84907233941
2842,6,100038647,Kereru Walking Track,OPEN,Walking Track,132.946939191454
2843,5,100038656,Upper Pororari River Track CLOSED,CLSD,Walking Track,2168.77354109308
2844,2,100038665,Maryburn Stream Track,OPEN,Tramping Track,6753.04645092618
2845,3,100038695,DPW Coastal and Step section,OPEN,Short Walk,106.104689683364
2846,3,100038696,Saltmarsh Walking Track,OPEN,Walking Track,471.474276712401
2847,6,100038708,COLLINET POINT LOOKOUT TRACK,OPEN,Short Walk,96.253445160911
2848,6,100038711,PAUATAHANUI WILDLIFE AREA WALK,OPEN,Walking Track,243.39307487872
2849,4,100038744,ALPINE MEMORIAL TRACK,OPEN,Short Walk,58.070458189614
2850,2,100038745,FLUSHING DAM TRACK,OPEN,Walking Track,248.97986169117
2851,2,100038746,GIBSON ROAD TRACK,OPEN,Walking Track,953.634250673317
2852,6,100038819,CARNIVAL PARK SCENIC RESERVE WALKING TRA,OPEN,Walking Track,578.12042113025
2853,2,100038821,SANDY POINT WALK,OPEN,Short Walk,442.029437383312
2854,2,100038823,REOTAHI WALK,OPEN,Walking Track,603.152312171242
2855,5,100038827,GOAT ISLAND BAY BEACH ACCESS TKS,OPEN,Walking Track,89.0776169795705
2856,6,100038831,BEACH LANDING TO SHELTER,OPEN,Walking Track,212.105722387444
2857,2,100038844,MOTATAPU TRACK,OPEN,Tramping Track,32435.5360210485
2858,6,100038862,Trig Track,OPEN,Walking Track,1334.3076339561
2859,1,100038885,Kaniere WRWW-Wards Rd to Kennedy Crk Car,CLSD,Tramping Track,6433.85035950346
2860,6,100038953,LOWER MATAKITAKI ROUTE (BELOW DOWNIE),OPEN,Tramping Track,17237.5035369616
2861,6,100038981,SOUTH OHAU HUT TO GIRDLESTONE SADDLE,OPEN,Route,1991.45110289734
2862,6,100038985,Taramakau Valley to Townsend Hut Route,OPEN,Route,2194.65389516345
2863,6,100038986,Otehake to Big Tops Route,OPEN,Route,1931.23339354302
2864,2,100038989,Te Kinga Track,OPEN,Tramping Track,2462.70361692799
2865,2,100038990,Te Kinga Route,OPEN,Route,2860.50647781091
2866,2,100039001,TRACK - ALBATROSS,OPEN,Tramping Track,977.408664697745
2867,2,100039032,Greta Track,OPEN,Tramping Track,15638.0332438468
2868,6,100039104,SCOTSMANS' GULLY TRACK,OPEN,Walking Track,383.318969301111
2869,2,100039112,EAST COAST TRACK,OPEN,Walking Track,2701.18764682803
2870,2,100039113,CABLE RD,OPEN,Walking Track,405.5074521212
2871,6,100039123,CARPARK TO RESERVE GATE,OPEN,Walking Track,186.028925263002
2872,6,100039130,ROAD TO SCHOOL FLAT TRACK,OPEN,Walking Track,291.179866601045
2873,6,100039131,SCHOOL FLAT NATURE LOOP,OPEN,Walking Track,162.15429503597
2874,2,100039133,LAKE WANAKA LOOKOUT TRACK,CLSD,Walking Track,1309.6359686063
2875,2,100039134,MAIN WALL TRACK,OPEN,Tramping Track,314.04650799681
2876,2,100039136,MATAKITAKI ACCESS TRACK,OPEN,Tramping Track,2355.97390279902
2877,2,100039147,ACHERON LOOKOUT LOOP WALK,OPEN,Walking Track,1368.60184541248
2878,2,100039153,Chamois Track,OPEN,Tramping Track,504.677936336566
2879,2,100039172,MATATA LAGOON TRACK,OPEN,Short Walk(disabled),1044.0529588195
2880,2,100039180,Fox Glacier Bluff Tk (Concession) CLOSED,CLSD,Tramping Track,638.993056637827
2881,2,100039233,BULLOCK TRACK,OPEN,Track - historic,143.563653971925
2882,6,100039270,OKIWI BAY LOOKOUT TRACK,CLSD,Walking Track,570.601338566552
2883,1,100039297,Mt Tuhua Track - Upper Section,OPEN,Tramping Track,2823.24609675665
2884,6,100039333,WAIONE TRAM TRACK,OPEN,Tramping Track,8309.53375686402
2885,2,100039337,MIDDLE RIDGE TRACK,OPEN,Tramping Track,2378.41682644598
2886,2,100039370,PENINSULA POINT KEAN LOOKOUT WALK,OPEN,Short Walk,217.236520207792
2887,2,100039371,SOUTH BAY FULLY ACCESSIBLE WALK,OPEN,Short Walk,389.20180812879
2888,2,100039372,WATERFALL WALK,OPEN,Walking Track,420.593348737691
2889,6,100039375,GORDON PARK LOOP TRACK,OPEN,Short Walk(disabled),631.219432004282
2890,2,100039380,KAIARAARA FOREST RD LWR DAM TK,OPEN,Walking Track,2818.14705879541
2891,2,100039389,KAURI DAM WALK,OPEN,Walking Track,320.913805921513
2892,4,100039390,URETITI CAMP BEACH ACCESS TRACKS (3),OPEN,Walking Track,354.680651266217
2893,6,100039395,ARAHEKE BUSH WALK,OPEN,Short Walk(disabled),883.51403273096
2894,2,100039396,Birdlings Flat To Little River Track,OPEN,Walking Track,9249.60977305517
2895,2,100039413,BLAIRS LANDING,OPEN,Walking Track,168.798784496265
2896,2,100039418,Shamrock Creek Walk,OPEN,Walking Track,703.728905931809
2897,6,100039431,PATUTU ROUTE,CLSD,Route,4832.00475463207
2898,6,100045700,MOUNT REEVES TRACK,OPEN,Tramping Track,9752.09246035075
2899,6,100065560,CONE SADDLE SIDE TRACK TO CONE HUT,OPEN,Tramping Track,834.414806295804
2900,6,100122580,Sandfly Bay Track,OPEN,Easy Tramping Track,154.576054354188
2901,6,100122581,South Head Track,OPEN,Easy Tramping Track,303.592794997361
2902,6,100067044,ATCT - N. Torrent Bay to Bark Bay,OPEN,Great Walk,5788.80403199335
2903,6,100064667,CONE SADDLE TO CONE PEAK-CONE RIDGE,OPEN,Tramping Track,5107.4337687279
2904,6,100038005,NEILL FORKS HUT TO MAUNGAHUKA HUT,OPEN,Tramping Track,3355.01517982763
2905,6,100045698,TOTARA FLATS HUT TO NEILL FORKS HUT,OPEN,Tramping Track,5338.5963551546
2906,6,100045696,MAUNGAHUKA HUT TO HUT MOUND,OPEN,Route,6360.23399542283
2907,6,100046180,MAKAKA CREEK TO CONE HUT,OPEN,Tramping Track,4734.60804094104
2908,6,100046179,WALLS WHARE TO CONE SADDLE,OPEN,Tramping Track,4293.85219797495
2909,6,100044830,MANGATARERE - SAYERS TRACK,OPEN,Route,6025.21148132622
2910,6,100045683,BARRA TRACK - BLAKE STREAM TERRACE TO MI,OPEN,Tramping Track,5974.34806261252
2911,6,100046184,ATIWHAKATU HUT TO MITRE FLATS HUT,OPEN,Tramping Track,5952.08269794343
2912,6,100065832,WAIRONGOMAI TRACK,OPEN,Route,4615.06032534558
2913,6,100066458,PAPATAHI CROSSING - BUSH EDGE TO PAPATAH,OPEN,Tramping Track,8355.95796309922
2914,6,100066626,BUTCHER TRACK,OPEN,Tramping Track,1402.64506327009
2915,6,100039402,CATCHPOOL LOOP,OPEN,Walking Track,647.424939311201
2916,6,100064655,FIVE MILE LOOP,OPEN,Walking Track,1967.63884624933
2917,6,100066395,CLAY RIDGE TRACK,OPEN,Tramping Track,4038.10358001968
2918,6,100045414,ORONGORONGO TRACK,OPEN,Walking Track,4821.92497488787
2919,6,100043516,HAURANGI HUT ACCESS TRACK,OPEN,Easy Tramping Track,63.8700021392343
2920,6,100044826,WHAKANUI TRACK,OPEN,Tramping Track,8536.291095785
2921,6,100039828,KAWAKAWA HUT TO MANGATOETOE HUT,OPEN,Tramping Track,6119.31185591071
2922,6,100039829,MANGATOETOE HUT TO COAST ROAD,OPEN,Tramping Track,4310.53465547451
2923,6,100044564,HONEYCOMB ROCK TRACK,OPEN,Walking Track,8305.92670042495
2924,6,100044488,DELIVERANCE COVE TRACK,OPEN,Walking Track,1456.71492627988
2925,6,100039401,MIDDLE RIDGE TRACK,OPEN,Walking Track,1313.94226416459
2926,6,100045147,TE MATAWAI TO DRACOPHYLLUM HUT,OPEN,Tramping Track,6895.77762981719
2927,6,100095881,CLUDEN CREEK TRACK,OPEN,Tramping Track,19731.9467011774
2928,2,100030162,Coach Stream Route,OPEN,Route,4203.49883233817
2929,3,100030179,"Bell Track; To Kahikatea Tree",OPEN,Walking Track,3051.98979073126
2930,4,100030196,Nursery Garden Pathway,OPEN,Short Walk,48.9341164309903
2931,2,100030204,THE MALL - VC TO HERM,OPEN,Short Walk(disabled),147.179750324186
2932,2,100030223,Kidney Fern Glen Track,OPEN,Walking Track,340.060687665552
2933,2,100030224,Bach Access Track,OPEN,Walking Track,718.044459124952
2934,4,100030241,Link Track (Pohutukawa & Wetland Tracks),OPEN,Walking Track,398.922126665587
2935,4,100030242,Rotary Centennial Loop Track,OPEN,Walking Track,1243.43614177486
2936,4,100030243,Sandy Bay Track,OPEN,Walking Track,760.175310936427
2937,6,100030248,BOG INN TRACK,OPEN,Tramping Track,1482.24208641421
2938,2,100030287,Wetland Track,OPEN,Walking Track,2518.22449678912
2939,4,100030288,Station Bay Access Track,OPEN,Walking Track,604.724425747422
2940,4,100030289,Mullet Bay Access Track,CLSD,Walking Track,998.583463114259
2941,4,100030290,Waikarapupu Bay Access Track,OPEN,Walking Track,351.520956608755
2942,6,100030293,PIPECLAY GULLY ROAD TRACK,OPEN,Walking Track,299.787709110098
2943,2,100030347,PENINSULA NATURE WALK - WB LINK,OPEN,Walking Track,995.954171151534
2944,6,100030355,Lambert tops route,OPEN,Route,2839.01322214714
2945,2,100030358,Trotters Gorge Track,OPEN,Tramping Track,1355.71711134835
2946,1,100030389,Lower Mikonui to Mikonui Flat Hut Track,OPEN,Tramping Track,3144.59397682509
2947,2,100030390,Mt Somers Summit Track,OPEN,Tramping Track,1695.08180118274
2948,2,100030391,South Face Tk-Staveley Ridge to Rhyolite,OPEN,Tramping Track,6204.36369361943
2949,2,100030397,Bob's Camp Route,OPEN,Route,4448.42108281435
2950,2,100030399,Amuri Pass Route,OPEN,Route,2164.91192167768
2951,2,100030400,Hope Pass Route,OPEN,Route,1290.81162373623
2952,6,100030430,Tahakopa Bay Possumers Track,OPEN,Tramping Track,2540.45019405812
2953,6,100030453,Farm Rd Easement,OPEN,Route,3933.73515067271
2954,2,100030474,Millennium Walk,OPEN,Short Walk,40.4065388220651
2955,2,100030532,HAUTURU HIGHPOINT TRACK (BCA),OPEN,Tramping Track,3818.31517886083
2956,6,100030533,WAIOTEMARAMA LOOP TRACK (DV),OPEN,Walking Track,1158.47208459596
